,Comment,pru,npru
430,acho seguir pessoas twitter ficar sempre movimentado,1,0
808,pensar chegar tempo entrar twitter ficar aqui madrugada tudo,0,1
1172,gente pode amar assim vem twitter ficar,0,1
320,tweets demais,0,1
86,achando tweets,0,1
1345,sei mexer nesse twitter haha,1,0
257,twitter bom todos,1,0
888,twitter vc conta verificada,1,0
1288,acho aparecer porque twitter achar mau,0,1
1466,ai twitter chato,1,0
1095,facebook twitter ficar pegar,0,1
1641,twitter sempre,1,0
388,vejo nenhuma twitter ficar mostrando pessoas aqui,1,0
364,diz anda bem tweets todos,0,1
273,twitter chato nota lixo,1,0
756,twitter quer pegar acabou mim,1,0
1925,servidor varias vezes,1,0
1106,porque frases insta stories tipo venham twitter fazer,0,1
1956,nada ver twitter ficar mandando pessoas,1,0
1278,virem twitter fazer merda acabar,0,1
157,bom dia twitter,0,1
802,passando tirar twitter nessa coisa,1,0
57,daqui pouco tweets dia,0,1
1207,twitter aqui cada coisa vejo,1,0
911,tbm pior venho twitter falar monte coisa triste,0,1
539,sim sei todos fico indignada amigos amo virem aqui t,0,1
704,nunca militante perfil twitter ficar,0,1
151,merda consigo criar twitter novo,1,0
273,sim li tweets,0,1
714,twitter bugado dia,1,0
572,motivo twitter fazer falar merda pessoas vida real dando,0,1
544,ter twitter dar editar tweet porque excluir escrever tudo novo,1,0
639,conhece aqui twitter deveria fazer uso,1,0
726,instagram diz falta twitter querer,0,1
423,alguma merda venho twitter ver,1,0
939,entrar twitter ficar tml abrir dm tml dormir abrir dm horas dps,0,1
1200,pai twitter ficar,0,1
659,fiquei quase dois anos usar twitter volto mesma coisa,1,0
797,twitter manda dar hein,1,0
1305,lembro vez camila veio twitter falar tava chorando dias causa,0,1
1230,virem twitter dar piada,0,1
2008,twitter ter facebook ia ter tanto haha nesse mundo,1,0
99,twitter louco,1,0
879,twitter dar todo,0,1
477,bom,0,1
1871,twitter usar site conta,1,0
27,tweets assim fica pouco merda,0,1
755,sei ainda twitter uso,1,0
976,twitter vir editar tweet,1,0
144,bom dia ficar twitter dia todo,0,1
1940,melhor twitter poder ver enquanto mexe tl,1,0
806,achei ia ia ver twitter fazer tipo coisa,0,1
101,todos followers bem amo,0,1
874,melhor dizendo t,0,1
537,falta twitter dar fazer direto,1,0
1701,fazer twitter aqui editar tweet facil,1,0
878,chato putaria aqui tt mundo quer ver pronto twitter fazer oq,0,1
203,ta bom hahaha,0,1
116,vida imagina twitter,0,1
580,sair twitter entrar jogar,0,1
705,aqui twitter,1,0
343,sempre vejo tweets deve ser daquelas pessoas falando sozinha vida real,0,1
629,pior ser twitter fazer,0,1
1123,la acha ficar sao ser,0,1
628,ai vem twitter falar viu gente,0,1
1828,twitter ficar bom falta editar,1,0
1778,twitter ficar ar minutos nois fica outros site nois ta ai,1,0
277,twitter chato nota,1,0
1033,fim twitter porque ter conta novo,1,0
1731,chegando nenhuma twitter aqui caralho,1,0
763,adorei twitter assim,1,0
835,dei tempo twitter notificando nada,1,0
1245,conversa venho twitter falar sozinha kkk,0,1
1653,twitter parado,1,0
588,twitter falar mano iphone,0,1
713,nunca sei twitter ficar,0,1
